caseid;activity;timestamp
100031;Book Invoice;28/10/2016 12:01
1000310;Create Purchase Requisition Item;01/04/2016 13:29
1000310;Create Purchase Order Item;02/04/2016 13:29
1000310;Send Purchase Order;03/04/2016 13:29
1000310;Receive Goods;13/04/2016 13:29
1000310;Scan Invoice;17/04/2016 13:29
1000310;Book Invoice;02/05/2016 13:29
1000311;Create Purchase Requisition Item;01/04/2016 13:29
1000311;Create Purchase Order Item;02/04/2016 13:29
1000311;Send Purchase Order;03/04/2016 13:29
1000311;Receive Goods;10/04/2016 13:29
1000311;Scan Invoice;19/04/2016 13:29
1000311;Book Invoice;04/05/2016 13:29
1000312;Create Purchase Requisition Item;31/03/2016 13:29
1000312;Create Purchase Order Item;02/04/2016 13:29
1000312;Send Purchase Order;05/04/2016 13:29
1000312;Receive Goods;10/04/2016 13:29
1000312;Scan Invoice;17/04/2016 13:29
1000312;Book Invoice;30/04/2016 13:29
1000313;Create Purchase Requisition Item;31/03/2016 13:30
1000313;Create Purchase Order Item;02/04/2016 13:30
1000313;Send Purchase Order;03/04/2016 13:30
1000313;Receive Goods;14/04/2016 13:30
1000313;Scan Invoice;16/04/2016 13:30
1000313;Book Invoice;02/05/2016 13:30
1000314;Scan Invoice;14/09/2016 10:00
1000314;Create Purchase Order Item;15/09/2016 10:00
1000314;Send Purchase Order;16/09/2016 10:00
1000314;Receive Goods;25/09/2016 10:00
1000314;Book Invoice;14/10/2016 10:00
1000315;Scan Invoice;12/10/2016 10:00
1000315;Create Purchase Order Item;15/10/2016 10:00
1000315;Send Purchase Order;16/10/2016 10:00
1000315;Receive Goods;24/10/2016 10:00
1000315;Book Invoice;07/11/2016 10:00
1000316;Scan Invoice;12/10/2016 10:00
1000316;Create Purchase Order Item;15/10/2016 10:00
1000316;Send Purchase Order;17/10/2016 10:00
1000316;Receive Goods;24/10/2016 10:00
1000316;Book Invoice;13/11/2016 10:00
1000317;Create Purchase Requisition Item;30/03/2016 13:35
1000317;Create Purchase Order Item;02/04/2016 13:35
1000317;Send Purchase Order;05/04/2016 13:35
1000317;Change Price;10/04/2016 13:35
1000317;Receive Goods;22/04/2016 13:35
1000317;Scan Invoice;26/04/2016 13:35
1000317;Book Invoice;14/05/2016 13:35
1000318;Create Purchase Requisition Item;31/03/2016 13:35
1000318;Create Purchase Order Item;02/04/2016 13:35
1000318;Send Purchase Order;04/04/2016 13:35
1000318;Change Price;10/04/2016 13:35
1000318;Receive Goods;20/04/2016 13:35
1000318;Scan Invoice;26/04/2016 13:35
1000318;Book Invoice;06/05/2016 13:35
1000319;Create Purchase Requisition Item;01/04/2016 13:35
1000319;Create Purchase Order Item;02/04/2016 13:35
1000319;Send Purchase Order;04/04/2016 13:35
1000319;Change Price;11/04/2016 13:35
1000319;Receive Goods;19/04/2016 13:35
1000319;Scan Invoice;26/04/2016 13:35
1000319;Book Invoice;13/05/2016 13:35
100032;Create Purchase Requisition Item;03/10/2016 12:02
100032;Create Purchase Order Item;06/10/2016 12:02
100032;Send Purchase Order;08/10/2016 12:02
100032;Receive Goods;17/10/2016 12:02
100032;Scan Invoice;22/10/2016 12:02
100032;Book Invoice;26/10/2016 12:02
1000320;Create Purchase Requisition Item;30/03/2016 13:35
1000320;Create Purchase Order Item;02/04/2016 13:35
1000320;Send Purchase Order;03/04/2016 13:35
1000320;Change Price;12/04/2016 13:35
1000320;Receive Goods;23/04/2016 13:35
1000320;Scan Invoice;27/04/2016 13:35
1000320;Book Invoice;05/05/2016 13:35
1000321;Create Purchase Order Item;02/04/2016 13:35
1000321;Send Purchase Order;05/04/2016 13:35
1000321;Receive Goods;12/04/2016 13:35
1000321;Scan Invoice;20/04/2016 13:35
1000321;Book Invoice;30/04/2016 13:35
1000322;Create Purchase Order Item;02/04/2016 13:35
1000322;Send Purchase Order;04/04/2016 13:35
1000322;Receive Goods;13/04/2016 13:35
1000322;Scan Invoice;17/04/2016 13:35
1000322;Book Invoice;28/04/2016 13:35
1000323;Create Purchase Order Item;02/04/2016 13:35
1000323;Send Purchase Order;04/04/2016 13:35
1000323;Receive Goods;12/04/2016 13:35
1000323;Scan Invoice;20/04/2016 13:35
1000323;Book Invoice;27/04/2016 13:35
1000324;Create Purchase Order Item;02/04/2016 13:35
1000324;Send Purchase Order;05/04/2016 13:35
1000324;Receive Goods;12/04/2016 13:35
1000324;Scan Invoice;20/04/2016 13:35
1000324;Book Invoice;02/05/2016 13:35
1000325;Create Purchase Order Item;02/04/2016 13:35
1000325;Send Purchase Order;05/04/2016 13:35
1000325;Receive Goods;11/04/2016 13:35
1000325;Scan Invoice;19/04/2016 13:35
1000325;Book Invoice;07/05/2016 13:35
1000326;Create Purchase Order Item;02/04/2016 13:35
1000326;Send Purchase Order;04/04/2016 13:35
1000326;Receive Goods;12/04/2016 13:35
1000326;Scan Invoice;16/04/2016 13:35
1000326;Book Invoice;06/05/2016 13:35
1000327;Create Purchase Requisition Item;31/03/2016 13:35
1000327;Create Purchase Order Item;02/04/2016 13:35
1000327;Send Purchase Order;05/04/2016 13:35
1000327;Receive Order Confirmation;07/04/2016 13:35
1000327;Receive Goods;13/04/2016 13:35
1000327;Scan Invoice;19/04/2016 13:35
1000327;Book Invoice;29/04/2016 13:35
1000328;Create Purchase Requisition Item;01/04/2016 13:36
1000328;Create Purchase Order Item;02/04/2016 13:36
1000328;Send Purchase Order;04/04/2016 13:36
1000328;Receive Order Confirmation;06/04/2016 13:36
1000328;Receive Goods;13/04/2016 13:36
1000328;Scan Invoice;17/04/2016 13:36
1000328;Book Invoice;07/05/2016 13:36
1000329;Create Purchase Requisition Item;31/03/2016 13:36
1000329;Create Purchase Order Item;02/04/2016 13:36
1000329;Send Purchase Order;05/04/2016 13:36
1000329;Dun Order Confirmation;07/04/2016 13:36
1000329;Receive Order Confirmation;12/04/2016 13:36
1000329;Receive Goods;19/04/2016 13:36
1000329;Scan Invoice;24/04/2016 13:36
1000329;Book Invoice;07/05/2016 13:36
100033;Create Purchase Requisition Item;05/10/2016 12:07
100033;Create Purchase Order Item;06/10/2016 12:07
100033;Send Purchase Order;08/10/2016 12:07
100033;Receive Goods;16/10/2016 12:07
100033;Scan Invoice;23/10/2016 12:07
100033;Book Invoice;27/10/2016 12:07
1000330;Create Purchase Requisition Item;31/03/2016 13:38
1000330;Create Purchase Order Item;02/04/2016 13:38
1000330;Send Purchase Order;03/04/2016 13:38
1000330;Dun Order Confirmation;06/04/2016 13:38
1000330;Receive Order Confirmation;11/04/2016 13:38
1000330;Receive Goods;17/04/2016 13:38
1000330;Scan Invoice;26/04/2016 13:38
1000330;Book Invoice;07/05/2016 13:38
1000331;Create Purchase Requisition Item;30/03/2016 13:38
1000331;Create Purchase Order Item;02/04/2016 13:38
1000331;Send Purchase Order;04/04/2016 13:38
1000331;Receive Goods;15/04/2016 13:38
1000331;Scan Invoice;20/04/2016 13:38
1000331;Set Payment Block;24/04/2016 13:38
1000331;Remove Payment Block;01/05/2016 13:38
1000331;Book Invoice;18/05/2016 13:38
1000332;Create Purchase Requisition Item;30/03/2016 13:38
1000332;Create Purchase Order Item;02/04/2016 13:38
1000332;Send Purchase Order;04/04/2016 13:38
1000332;Send Purchase Order Update;08/04/2016 13:38
1000332;Receive Goods;15/04/2016 13:38
1000332;Scan Invoice;19/04/2016 13:38
1000332;Book Invoice;26/04/2016 13:38
1000333;Create Purchase Requisition Item;31/03/2016 13:38
1000333;Create Purchase Order Item;02/04/2016 13:38
1000333;Send Purchase Order;05/04/2016 13:38
1000333;Change Currency;08/04/2016 13:38
1000333;Receive Goods;12/04/2016 13:38
1000333;Scan Invoice;18/04/2016 13:38
1000333;Book Invoice;02/05/2016 13:38
1000334;Create Purchase Requisition Item;30/03/2016 13:38
1000334;Create Purchase Order Item;02/04/2016 13:38
1000334;Send Purchase Order;04/04/2016 13:38
1000334;Delete Purchase Order Item;11/04/2016 13:38
1000335;Create Purchase Requisition Item;30/03/2016 13:38
1000335;Create Purchase Order Item;02/04/2016 13:38
1000335;Send Purchase Order;03/04/2016 13:38
1000335;Block Purchase Order Item;13/04/2016 13:38
1000336;Create Purchase Requisition Item;30/03/2016 13:38
1000336;Create Purchase Order Item;02/04/2016 13:38
1000336;Send Purchase Order;03/04/2016 13:38
1000336;Block Purchase Order Item;07/04/2016 13:38
1000336;Reactivate Purchase Order Item;13/04/2016 13:38
1000336;Receive Goods;19/04/2016 13:38
1000336;Scan Invoice;21/04/2016 13:38
1000336;Book Invoice;27/04/2016 13:38
1000337;Create Purchase Requisition Item;01/04/2016 13:38
1000337;Create Purchase Order Item;02/04/2016 13:38
1000337;Refuse Purchase Order Item;03/04/2016 13:38
1000338;Create Purchase Requisition Item;01/04/2016 13:38
1000338;Create Purchase Order Item;02/04/2016 13:38
1000338;Send Purchase Order;04/04/2016 13:38
1000338;Receive Goods;11/04/2016 13:38
1000338;Scan Invoice;19/04/2016 13:38
1000338;Book Invoice;25/04/2016 13:38
1000339;Create Purchase Requisition Item;31/03/2016 13:38
1000339;Create Purchase Order Item;02/04/2016 13:38
1000339;Send Purchase Order;03/04/2016 13:38
1000339;Receive Goods;13/04/2016 13:38
1000339;Scan Invoice;17/04/2016 13:38
1000339;Book Invoice;28/04/2016 13:38
100034;Create Purchase Requisition Item;04/10/2016 12:17
100034;Create Purchase Order Item;06/10/2016 12:17
100034;Send Purchase Order;08/10/2016 12:17
100034;Receive Goods;15/10/2016 12:17
100034;Scan Invoice;21/10/2016 12:17
100034;Book Invoice;02/11/2016 12:17
1000340;Create Purchase Requisition Item;01/04/2016 13:38
1000340;Create Purchase Order Item;02/04/2016 13:38
1000340;Send Purchase Order;04/04/2016 13:38
1000340;Receive Goods;11/04/2016 13:38
1000340;Scan Invoice;19/04/2016 13:38
1000340;Book Invoice;25/04/2016 13:38
1000341;Create Purchase Requisition Item;30/03/2016 13:40
1000341;Create Purchase Order Item;02/04/2016 13:40
1000341;Send Purchase Order;04/04/2016 13:40
1000341;Receive Goods;12/04/2016 13:40
1000341;Scan Invoice;16/04/2016 13:40
1000341;Book Invoice;29/04/2016 13:40
1000342;Create Purchase Requisition Item;31/03/2016 13:42
1000342;Create Purchase Order Item;02/04/2016 13:42
1000342;Send Purchase Order;04/04/2016 13:42
1000342;Receive Goods;13/04/2016 13:42
1000342;Scan Invoice;18/04/2016 13:42
1000342;Book Invoice;23/04/2016 13:42
1000343;Create Purchase Requisition Item;30/03/2016 13:43
1000343;Create Purchase Order Item;02/04/2016 13:43
1000343;Send Purchase Order;03/04/2016 13:43
1000343;Receive Goods;13/04/2016 13:43
1000343;Scan Invoice;17/04/2016 13:43
1000343;Book Invoice;29/04/2016 13:43
1000344;Create Purchase Requisition Item;31/03/2016 13:43
1000344;Create Purchase Order Item;02/04/2016 13:43
1000344;Send Purchase Order;05/04/2016 13:43
1000344;Receive Goods;13/04/2016 13:43
1000344;Scan Invoice;20/04/2016 13:43
1000344;Book Invoice;30/04/2016 13:43
1000345;Create Purchase Requisition Item;31/03/2016 13:43
1000345;Create Purchase Order Item;02/04/2016 13:43
1000345;Send Purchase Order;04/04/2016 13:43
1000345;Receive Goods;11/04/2016 13:43
1000345;Scan Invoice;18/04/2016 13:43
1000345;Book Invoice;27/04/2016 13:43
1000346;Create Purchase Requisition Item;30/03/2016 13:43
1000346;Create Purchase Order Item;02/04/2016 13:43
1000346;Send Purchase Order;04/04/2016 13:43
1000346;Receive Goods;12/04/2016 13:43
1000346;Scan Invoice;16/04/2016 13:43
1000346;Book Invoice;27/04/2016 13:43
1000347;Create Purchase Requisition Item;01/04/2016 13:43
1000347;Create Purchase Order Item;02/04/2016 13:43
1000347;Send Purchase Order;04/04/2016 13:43
1000347;Receive Goods;14/04/2016 13:43
1000347;Scan Invoice;19/04/2016 13:43
1000347;Book Invoice;24/04/2016 13:43
1000348;Create Purchase Requisition Item;31/03/2016 13:43
1000348;Create Purchase Order Item;02/04/2016 13:43
1000348;Send Purchase Order;05/04/2016 13:43
1000348;Receive Goods;11/04/2016 13:43
1000348;Scan Invoice;17/04/2016 13:43
1000348;Book Invoice;25/04/2016 13:43
1000349;Create Purchase Requisition Item;31/03/2016 13:43
1000349;Create Purchase Order Item;02/04/2016 13:43
1000349;Send Purchase Order;04/04/2016 13:43
1000349;Receive Goods;11/04/2016 13:43
1000349;Scan Invoice;20/04/2016 13:43
1000349;Book Invoice;24/04/2016 13:43
100035;Create Purchase Requisition Item;04/10/2016 12:28
100035;Create Purchase Order Item;06/10/2016 12:28
100035;Send Purchase Order;08/10/2016 12:28
100035;Receive Goods;14/10/2016 12:28
100035;Scan Invoice;21/10/2016 12:28
100035;Book Invoice;02/11/2016 12:28
1000350;Create Purchase Requisition Item;30/03/2016 13:44
1000350;Create Purchase Order Item;02/04/2016 13:44
1000350;Send Purchase Order;05/04/2016 13:44
1000350;Receive Goods;14/04/2016 13:44
1000350;Scan Invoice;20/04/2016 13:44
1000350;Book Invoice;29/04/2016 13:44
1000351;Create Purchase Requisition Item;30/03/2016 13:44
1000351;Create Purchase Order Item;02/04/2016 13:44
1000351;Send Purchase Order;04/04/2016 13:44
1000351;Receive Goods;13/04/2016 13:44
1000351;Scan Invoice;19/04/2016 13:44
1000351;Book Invoice;29/04/2016 13:44
1000352;Create Purchase Requisition Item;31/03/2016 13:43
1000352;Create Purchase Order Item;02/04/2016 13:43
1000352;Send Purchase Order;04/04/2016 13:43
1000352;Receive Goods;13/04/2016 13:43
1000352;Scan Invoice;17/04/2016 13:43
1000352;Book Invoice;25/04/2016 13:43
1000353;Create Purchase Requisition Item;31/03/2016 13:43
1000353;Create Purchase Order Item;02/04/2016 13:43
1000353;Send Purchase Order;04/04/2016 13:43
1000353;Receive Goods;14/04/2016 13:43
1000353;Scan Invoice;17/04/2016 13:43
1000353;Book Invoice;25/04/2016 13:43
1000354;Create Purchase Requisition Item;31/03/2016 13:44
1000354;Create Purchase Order Item;02/04/2016 13:44
1000354;Send Purchase Order;04/04/2016 13:44
1000354;Receive Goods;12/04/2016 13:44
1000354;Scan Invoice;19/04/2016 13:44
1000354;Book Invoice;29/04/2016 13:44
1000355;Scan Invoice;12/09/2016 10:00
1000355;Create Purchase Order Item;15/09/2016 10:00
1000355;Send Purchase Order;17/09/2016 10:00
1000355;Receive Goods;26/09/2016 10:00
1000355;Book Invoice;02/10/2016 10:00
1000356;Scan Invoice;13/04/2016 10:00
1000356;Create Purchase Order Item;15/04/2016 10:00
1000356;Send Purchase Order;17/04/2016 10:00
1000356;Receive Goods;26/04/2016 10:00
1000356;Book Invoice;03/05/2016 10:00
1000357;Scan Invoice;14/09/2016 10:00
1000357;Create Purchase Order Item;15/09/2016 10:00
1000357;Send Purchase Order;16/09/2016 10:00
1000357;Receive Goods;25/09/2016 10:00
1000357;Book Invoice;05/10/2016 10:00
1000358;Create Purchase Requisition Item;01/04/2016 13:48
1000358;Create Purchase Order Item;02/04/2016 13:48
1000358;Send Purchase Order;04/04/2016 13:48
1000358;Change Price;10/04/2016 13:48
1000358;Receive Goods;21/04/2016 13:48
1000358;Scan Invoice;25/04/2016 13:48
1000358;Book Invoice;02/05/2016 13:48
1000359;Create Purchase Requisition Item;31/03/2016 13:49
1000359;Create Purchase Order Item;02/04/2016 13:49
1000359;Send Purchase Order;05/04/2016 13:49
1000359;Change Price;13/04/2016 13:49
1000359;Receive Goods;19/04/2016 13:49
1000359;Scan Invoice;26/04/2016 13:49
1000359;Book Invoice;05/05/2016 13:49
100036;Create Purchase Requisition Item;04/10/2016 12:34
100036;Create Purchase Order Item;06/10/2016 12:34
100036;Send Purchase Order;07/10/2016 12:34
100036;Receive Goods;17/10/2016 12:34
100036;Scan Invoice;20/10/2016 12:34
100036;Book Invoice;02/11/2016 12:34
1000360;Create Purchase Requisition Item;01/04/2016 14:37
1000360;Create Purchase Order Item;02/04/2016 14:37
1000360;Send Purchase Order;05/04/2016 14:37
1000360;Change Price;11/04/2016 14:37
1000360;Receive Goods;20/04/2016 14:37
1000360;Scan Invoice;28/04/2016 14:37
1000360;Book Invoice;05/05/2016 14:37
1000361;Create Purchase Requisition Item;31/03/2016 13:52
1000361;Create Purchase Order Item;02/04/2016 13:52
1000361;Send Purchase Order;03/04/2016 13:52
1000361;Change Price;12/04/2016 13:52
1000361;Receive Goods;19/04/2016 13:52
1000361;Scan Invoice;27/04/2016 13:52
1000361;Book Invoice;05/05/2016 13:52
1000362;Create Purchase Order Item;02/04/2016 13:55
1000362;Send Purchase Order;04/04/2016 13:55
1000362;Receive Goods;10/04/2016 13:55
1000362;Scan Invoice;17/04/2016 13:55
1000362;Book Invoice;30/04/2016 13:55
1000363;Create Purchase Order Item;02/04/2016 13:56
1000363;Change Quantity;02/04/2016 13:56
1000363;Send Purchase Order;04/04/2016 13:56
1000363;Receive Goods;13/04/2016 13:56
1000363;Scan Invoice;19/04/2016 13:56
1000363;Book Invoice;22/04/2016 13:56
1000364;Create Purchase Order Item;02/04/2016 13:58
1000364;Send Purchase Order;05/04/2016 13:58
1000364;Receive Goods;13/04/2016 13:58
1000364;Scan Invoice;17/04/2016 13:58
1000364;Book Invoice;30/04/2016 13:58
1000365;Create Purchase Order Item;02/04/2016 13:57
1000365;Send Purchase Order;05/04/2016 13:57
1000365;Receive Goods;11/04/2016 13:57
1000365;Scan Invoice;19/04/2016 13:57
1000365;Book Invoice;01/05/2016 13:57
1000366;Create Purchase Order Item;02/04/2016 13:57
1000366;Send Purchase Order;03/04/2016 13:57
1000366;Receive Goods;11/04/2016 13:57
1000366;Scan Invoice;19/04/2016 13:57
1000366;Book Invoice;26/04/2016 13:57
1000367;Create Purchase Order Item;02/04/2016 13:57
1000367;Send Purchase Order;03/04/2016 13:57
1000367;Receive Goods;11/04/2016 13:57
1000367;Scan Invoice;17/04/2016 13:57
1000367;Book Invoice;21/04/2016 13:57
1000368;Create Purchase Requisition Item;31/03/2016 13:57
1000368;Create Purchase Order Item;02/04/2016 13:57
1000368;Send Purchase Order;03/04/2016 13:57
1000368;Receive Order Confirmation;07/04/2016 13:57
1000368;Receive Goods;12/04/2016 13:57
1000368;Scan Invoice;16/04/2016 13:57
1000368;Book Invoice;29/04/2016 13:57
1000369;Create Purchase Requisition Item;01/04/2016 13:57
1000369;Create Purchase Order Item;02/04/2016 13:57
1000369;Send Purchase Order;05/04/2016 13:57
1000369;Receive Order Confirmation;06/04/2016 13:57
1000369;Receive Goods;10/04/2016 13:57
1000369;Scan Invoice;18/04/2016 13:57
1000369;Book Invoice;23/04/2016 13:57
100037;Create Purchase Requisition Item;03/10/2016 12:34
100037;Create Purchase Order Item;06/10/2016 12:34
100037;Send Purchase Order;09/10/2016 12:34
100037;Receive Goods;15/10/2016 12:34
100037;Scan Invoice;23/10/2016 12:34
100037;Book Invoice;09/11/2016 12:34
1000370;Create Purchase Requisition Item;31/03/2016 13:57
1000370;Create Purchase Order Item;02/04/2016 13:57
1000370;Send Purchase Order;05/04/2016 13:57
1000370;Dun Order Confirmation;08/04/2016 13:57
1000370;Receive Order Confirmation;10/04/2016 13:57
1000370;Receive Goods;17/04/2016 13:57
1000370;Scan Invoice;22/04/2016 13:57
1000370;Book Invoice;08/05/2016 13:57
1000371;Create Purchase Requisition Item;01/04/2016 13:57
1000371;Create Purchase Order Item;02/04/2016 13:57
1000371;Send Purchase Order;04/04/2016 13:57
1000371;Dun Order Confirmation;07/04/2016 13:57
1000371;Receive Order Confirmation;12/04/2016 13:57
1000371;Receive Goods;16/04/2016 13:57
1000371;Scan Invoice;22/04/2016 13:57
1000371;Book Invoice;01/05/2016 13:57
1000372;Create Purchase Requisition Item;31/03/2016 13:57
1000372;Create Purchase Order Item;02/04/2016 13:57
1000372;Send Purchase Order;04/04/2016 13:57
1000372;Receive Goods;15/04/2016 13:57
1000372;Scan Invoice;20/04/2016 13:57
1000372;Set Payment Block;24/04/2016 13:57
1000372;Remove Payment Block;27/04/2016 13:57
1000372;Book Invoice;18/05/2016 13:57
1000373;Create Purchase Requisition Item;13/10/2016 18:26
1000373;Create Purchase Order Item;15/10/2016 18:26
1000373;Send Purchase Order;17/10/2016 18:26
1000373;Send Purchase Order Update;22/10/2016 18:26
1000373;Receive Goods;27/10/2016 18:26
1000373;Scan Invoice;02/11/2016 18:26
1000373;Book Invoice;21/11/2016 18:26
1000374;Create Purchase Requisition Item;12/10/2016 18:26
1000374;Create Purchase Order Item;15/10/2016 18:26
1000374;Send Purchase Order;18/10/2016 18:26
1000374;Change Currency;23/10/2016 18:26
1000374;Receive Goods;26/10/2016 18:26
1000374;Scan Invoice;03/11/2016 18:26
1000374;Book Invoice;13/11/2016 18:26
1000375;Create Purchase Requisition Item;20/10/2016 14:23
1000375;Create Purchase Order Item;23/10/2016 14:23
1000375;Send Purchase Order;24/10/2016 14:23
1000375;Delete Purchase Order Item;02/11/2016 14:23
1000376;Create Purchase Requisition Item;22/10/2016 14:23
1000376;Create Purchase Order Item;23/10/2016 14:23
1000376;Send Purchase Order;25/10/2016 14:23
1000376;Block Purchase Order Item;02/11/2016 14:23
1000377;Create Purchase Requisition Item;31/03/2016 14:10
1000377;Create Purchase Order Item;02/04/2016 14:10
1000377;Send Purchase Order;04/04/2016 14:10
1000377;Block Purchase Order Item;08/04/2016 14:10
1000377;Reactivate Purchase Order Item;13/04/2016 14:10
1000377;Receive Goods;18/04/2016 14:10
1000377;Scan Invoice;22/04/2016 14:10
1000377;Book Invoice;03/05/2016 14:10
1000377;Cancel Goods Receipt;11/06/2016 13:06
1000377;Cancel Goods Receipt;11/06/2016 13:30
1000377;Cancel Goods Receipt;07/07/2016 10:19
1000377;Cancel Goods Receipt;08/10/2016 10:27
1000378;Create Purchase Requisition Item;31/03/2016 14:10
1000378;Create Purchase Order Item;02/04/2016 14:10
1000378;Refuse Purchase Order Item;04/04/2016 14:10
1000379;Create Purchase Requisition Item;01/04/2016 14:10
1000379;Create Purchase Order Item;02/04/2016 14:10
1000379;Send Purchase Order;05/04/2016 14:10
1000379;Receive Goods;11/04/2016 14:10
1000379;Scan Invoice;19/04/2016 14:10
1000379;Book Invoice;04/05/2016 14:10
100038;Create Purchase Requisition Item;05/10/2016 12:34
100038;Create Purchase Order Item;06/10/2016 12:34
100038;Send Purchase Order;07/10/2016 12:34
100038;Receive Goods;16/10/2016 12:34
100038;Scan Invoice;22/10/2016 12:34
100038;Book Invoice;03/11/2016 12:34
1000380;Create Purchase Requisition Item;01/04/2016 14:10
1000380;Create Purchase Order Item;02/04/2016 14:10
1000380;Send Purchase Order;04/04/2016 14:10
1000380;Receive Goods;13/04/2016 14:10
1000380;Scan Invoice;19/04/2016 14:10
1000380;Book Invoice;05/05/2016 14:10
1000381;Create Purchase Requisition Item;31/03/2016 14:10
1000381;Create Purchase Order Item;02/04/2016 14:10
1000381;Send Purchase Order;03/04/2016 14:10
1000381;Receive Goods;13/04/2016 14:10
1000381;Scan Invoice;17/04/2016 14:10
1000381;Book Invoice;03/05/2016 14:10
1000382;Create Purchase Requisition Item;31/03/2016 14:10
1000382;Create Purchase Order Item;02/04/2016 14:10
1000382;Send Purchase Order;03/04/2016 14:10
1000382;Receive Goods;13/04/2016 14:10
1000382;Scan Invoice;20/04/2016 14:10
1000382;Book Invoice;06/05/2016 14:10
1000383;Create Purchase Requisition Item;30/03/2016 14:10
1000383;Create Purchase Order Item;02/04/2016 14:10
1000383;Send Purchase Order;04/04/2016 14:10
1000383;Receive Goods;11/04/2016 14:10
1000383;Scan Invoice;18/04/2016 14:10
1000383;Book Invoice;07/05/2016 14:10
1000384;Create Purchase Requisition Item;01/04/2016 14:10
1000384;Create Purchase Order Item;02/04/2016 14:10
1000384;Send Purchase Order;03/04/2016 14:10
1000384;Receive Goods;12/04/2016 14:10
1000384;Scan Invoice;17/04/2016 14:10
1000384;Book Invoice;03/05/2016 14:10
1000385;Create Purchase Requisition Item;30/03/2016 14:12
1000385;Create Purchase Order Item;02/04/2016 14:12
1000385;Send Purchase Order;03/04/2016 14:12
1000385;Receive Goods;12/04/2016 14:12
1000385;Scan Invoice;20/04/2016 14:12
1000385;Book Invoice;28/04/2016 14:12
1000386;Create Purchase Requisition Item;31/03/2016 14:14
1000386;Create Purchase Order Item;02/04/2016 14:14
1000386;Send Purchase Order;04/04/2016 14:14
1000386;Receive Goods;13/04/2016 14:14
1000386;Scan Invoice;17/04/2016 14:14
1000386;Book Invoice;04/05/2016 14:14
1000387;Create Purchase Requisition Item;31/03/2016 14:14
1000387;Create Purchase Order Item;02/04/2016 14:14
1000387;Send Purchase Order;04/04/2016 14:14
1000387;Receive Goods;11/04/2016 14:14
1000387;Scan Invoice;17/04/2016 14:14
1000387;Book Invoice;02/05/2016 14:14
1000388;Create Purchase Requisition Item;30/03/2016 14:14
1000388;Create Purchase Order Item;02/04/2016 14:14
1000388;Send Purchase Order;03/04/2016 14:14
1000388;Receive Goods;14/04/2016 14:14
1000388;Scan Invoice;18/04/2016 14:14
1000388;Book Invoice;01/05/2016 14:14
1000389;Create Purchase Requisition Item;01/04/2016 14:14
1000389;Create Purchase Order Item;02/04/2016 14:14
1000389;Send Purchase Order;05/04/2016 14:14
1000389;Receive Goods;11/04/2016 14:14
1000389;Scan Invoice;18/04/2016 14:14
1000389;Book Invoice;03/05/2016 14:14
100039;Create Purchase Requisition Item;05/10/2016 12:39
100039;Create Purchase Order Item;06/10/2016 12:39
100039;Send Purchase Order;08/10/2016 12:39
100039;Receive Goods;16/10/2016 12:39
100039;Scan Invoice;22/10/2016 12:39
100039;Book Invoice;05/11/2016 12:39
1000390;Create Purchase Requisition Item;31/03/2016 14:15
1000390;Create Purchase Order Item;02/04/2016 14:15
1000390;Send Purchase Order;04/04/2016 14:15
1000390;Receive Goods;13/04/2016 14:15
1000390;Scan Invoice;20/04/2016 14:15
1000390;Book Invoice;01/05/2016 14:15
1000391;Create Purchase Requisition Item;01/04/2016 14:15
1000391;Create Purchase Order Item;02/04/2016 14:15
1000391;Send Purchase Order;05/04/2016 14:15
1000391;Receive Goods;13/04/2016 14:15
1000391;Scan Invoice;18/04/2016 14:15
1000391;Book Invoice;30/04/2016 14:15
1000392;Create Purchase Requisition Item;31/03/2016 14:15
1000392;Create Purchase Order Item;02/04/2016 14:15
1000392;Send Purchase Order;04/04/2016 14:15
1000392;Receive Goods;11/04/2016 14:15
1000392;Scan Invoice;19/04/2016 14:15
1000392;Book Invoice;05/05/2016 14:15
1000393;Create Purchase Requisition Item;01/04/2016 14:15
1000393;Create Purchase Order Item;02/04/2016 14:15
1000393;Send Purchase Order;04/04/2016 14:15
1000393;Receive Goods;11/04/2016 14:15
1000393;Scan Invoice;17/04/2016 14:15
1000393;Book Invoice;28/04/2016 14:15
1000394;Create Purchase Requisition Item;30/03/2016 14:15
1000394;Create Purchase Order Item;02/04/2016 14:15
1000394;Send Purchase Order;04/04/2016 14:15
1000394;Receive Goods;12/04/2016 14:15
1000394;Scan Invoice;18/04/2016 14:15
1000394;Book Invoice;30/04/2016 14:15
1000395;Create Purchase Requisition Item;01/04/2016 14:15
1000395;Create Purchase Order Item;02/04/2016 14:15
1000395;Send Purchase Order;04/04/2016 14:15
1000395;Receive Goods;12/04/2016 14:15
1000395;Scan Invoice;19/04/2016 14:15
1000395;Book Invoice;02/05/2016 14:15
1000396;Scan Invoice;12/09/2016 10:00
1000396;Create Purchase Order Item;15/09/2016 10:00
1000396;Send Purchase Order;17/09/2016 10:00
1000396;Receive Goods;25/09/2016 10:00
1000396;Book Invoice;14/10/2016 10:00
1000397;Scan Invoice;13/09/2016 10:00
1000397;Create Purchase Order Item;15/09/2016 10:00
1000397;Send Purchase Order;17/09/2016 10:00
1000397;Receive Goods;23/09/2016 10:00
1000397;Book Invoice;10/10/2016 10:00
1000398;Scan Invoice;14/10/2016 10:00
